Squeezielive,"[{'id': '311479601', 'user_id': '52130765', 'user_name': 'Squeezielive', 'game_id': '512921', 'type': 'live', 'title': 'Squeezie ► Découverte du nouveau Google Stadia ! #ad', 'viewer_count': 10114, 'started_at': '2019-12-15T17:04:38Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_squeezielive-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Doigby,"[{'id': '311162177', 'user_id': '25454398', 'user_name': 'Doigby', 'game_id': '21779', 'type': 'live', 'title': 'DOIGBY 🐺 - WINTERCLASH ❄', 'viewer_count': 1740, 'started_at': '2019-12-15T16:12:52Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_doigby-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
JulienChieze,[]
LyoneSportTV,[]
michou_twitch,[]
Pauleta_Youtubeur,[]
Alderiate,"[{'id': '310524641', 'user_id': '77452537', 'user_name': 'Alderiate', 'game_id': '29307', 'type': 'live', 'title': ""MSC - WHAT ?! C'est Alderiate de Noel O_o"", 'viewer_count': 2100, 'started_at': '2019-12-15T14:22:27Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_alderiate-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', 'b157e8d6-b7ba-49f4-836f-09886c072f1f']}]"
Mushway,[]
AntoineDanielLive,[]
SolaryHS,"[{'id': '308983409', 'user_id': '416031592', 'user_name': 'SolaryHS', 'game_id': '2748', 'type': 'live', 'title': '[FR] Grande finale NATIONAL LEAGUE MAGIC avec Bestmarmotte et Gabriel Nassif', 'viewer_count': 1410, 'started_at': '2019-12-15T06:07:04Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_solaryhs-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Shaunz,[]
shoxieJESUSS,[]
Liberto,[]
XEWER,"[{'id': '305210097', 'user_id': '88524154', 'user_name': 'XEWER', 'game_id': '33214', 'type': 'live', 'title': 'PP DUO W/ LS2X | LIVE 24H00 ( +6H BONUS )  |  100 SUBS +1H | !RIVALS | !24h | #AD | CODE XEWER', 'viewer_count': 1958, 'started_at': '2019-12-14T14:54:40Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_xewer-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
WarcraftFR,[]
lequipefr,[]
LeBouseuh,[]
JeelTV,[]
1PVCS,"[{'id': '311283377', 'user_id': '168116110', 'user_name': '1PVCS', 'game_id': '32399', 'type': 'live', 'title': '[FR] 🔴cs_summit 5 - 1/2 Finale - OG vs mousesports - Cast : @pmleek @nOxiitozorus @SirBENJD @bramzCSGO\n', 'viewer_count': 4498, 'started_at': '2019-12-15T16:33:17Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_1pvcs-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
PrimeTimeFut,[]
MasterSnakou,[]
Corobizar,"[{'id': '311425649', 'user_id': '123020035', 'user_name': 'Corobizar', 'game_id': '21779', 'type': 'live', 'title': ""WinterClash Jour 2 :  5v5 et 1V1 avec les Stalagtilt aujourd'hui"", 'viewer_count': 1320, 'started_at': '2019-12-15T16:56:47Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_corobizar-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', 'b157e8d6-b7ba-49f4-836f-09886c072f1f']}]"
lyonesportFT,[]
Crocodyle_lol,[]
Mickalow,"[{'id': '309987825', 'user_id': '30709418', 'user_name': 'Mickalow', 'game_id': '21779', 'type': 'live', 'title': 'MICKALOW / Noël !! (ft. Luccio)', 'viewer_count': 576, 'started_at': '2019-12-15T12:39:04Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_mickalow-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
At0mium,[]
Rainbow6FR,[]
Maghla,[]
TwitchFR,[]
Oliechhs,[]
Bennnzz,"[{'id': '312100209', 'user_id': '71530897', 'user_name': 'Bennnzz', 'game_id': '512804', 'type': 'live', 'title': 'PACKS 100k, TOTY nominés SUBDAY PACK FEVER', 'viewer_count': 1242, 'started_at': '2019-12-15T18:44:11Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_bennnzz-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Mastu,[]
OgamingSC2,"[{'id': '311767217', 'user_id': '71852806', 'user_name': 'OgamingSC2', 'game_id': '21779', 'type': 'live', 'title': 'Pracs pour le LOL vs SC2 !', 'viewer_count': 177, 'started_at': '2019-12-15T17:53:15Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_ogamingsc2-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
nayte,[]
Teeqzy_,[]
RiotGamesFR,[]
aypierre,[]
Kenb0gard,"[{'id': '311717953', 'user_id': '37523739', 'user_name': 'Kenb0gard', 'game_id': '488615', 'type': 'live', 'title': '[FR] CAPCOM CUP 2019 French RESTREAM TOP16', 'viewer_count': 2620, 'started_at': '2019-12-15T17:44:57Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_kenb0gard-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
MrRemxTV,[]
GoBGG,[]
SkyrrozTV,[]
JLPRINCE_,[]
TheGuill84,[]
AdzTV,"[{'id': '311097473', 'user_id': '170547313', 'user_name': 'AdzTV', 'game_id': '33214', 'type': 'live', 'title': 'Vitality Adz - Tournoi Squad #CataCup', 'viewer_count': 834, 'started_at': '2019-12-15T16:02:31Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_adztv-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Clique_TV_Stream,[]
JLMeilleurArab,[]
Kaydop,[]
Zydar,"[{'id': '311475985', 'user_id': '85510026', 'user_name': 'Zydar', 'game_id': '512710', 'type': 'live', 'title': '[FR-PS4] Tentative de stream avec 1000W de courant maxi', 'viewer_count': 1113, 'started_at': '2019-12-15T17:04:04Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_zydar-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
JLFakemonster,[]
jvtv,[]
Garryschool,[]
HumilityFR,[]
Bidule,[]
lyonesportLoL,[]
SonixPROD_TV,[]
NBK,[]
Anil,[]
Chrales,[]
MrBboy45,"[{'id': '311801313', 'user_id': '21080562', 'user_name': 'MrBboy45', 'game_id': '33214', 'type': 'live', 'title': 'Une fin de semaine qui chicote 🎅🏻 | Code Créateur: MrBboy45YT !colis KDO = !MW🎁', 'viewer_count': 1366, 'started_at': '2019-12-15T17:58:23Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_mrbboy45-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Tonton,[]
MinosTV_,"[{'id': '311655809', 'user_id': '63985840', 'user_name': 'MinosTV_', 'game_id': '506342', 'type': 'live', 'title': '[FR] On continue Hitman ! | !code | !social | !!discord |', 'viewer_count': 543, 'started_at': '2019-12-15T17:34:16Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_minostv_-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
idrizlabasefc,[]
ultimatefightingfr,[]
