,name,id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids
0,Squeezielive,,,,,,,,,,,
1,Gotaga, 293004241, 24147592, Gotaga, 497451, live, FR GOTAGA ► ROAD TO TOP1000 Ranked Pokémon, 4227, 2019-12-11T18 53 47Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_gotaga-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
2,Domingo,,,,,,,,,,,
3,TheKAIRI78,,,,,,,,,,,
4,WankilStudio,,,,,,,,,,,
5,Joueur_du_Grenier,,,,,,,,,,,
6,Sardoche,,,,,,,,,,,
7,JLTomy, 293380529, 155601320, JLTomy, 33214, live, JL TOMA - Solo chill sur Fortnite (Twitter @PrismTomy) !video !cercle !quersus, 2253, 2019-12-11T19 49 50Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_jltomy-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
8,ZeratoR, 293905969, 41719107, ZeratoR, 490377, live, Nouveau patch ! Avec MoMaN et Florabordage. GamePass J-3, 4126, 2019-12-11T21 26 45Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_zerator-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
9,EsportZoneLiveTV,,,,,,,,,,,
10,mistermv, 294406369, 28575692, mistermv, 513143, live, (FR) TFT nouveau patch | no cam | Gold II, 2391, 2019-12-12T00 31 35Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_mistermv-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
11,Locklear,,,,,,,,,,,
12,Xari,,,,,,,,,,,
13,FortniteFR,,,,,,,,,,,
14,lestream,,,,,,,,,,,
15,Cyprienlive,,,,,,,,,,,
16,StreamBox,,,,,,,,,,,
17,Laink,,,,,,,,,,,
18,BruceGrannec,,,,,,,,,,,
19,FuzeIII,,,,,,,,,,,
20,Terracid,,,,,,,,,,,
21,CYRILmp4,,,,,,,,,,,
22,Solary, 287738513, 174955366, Solary, 21779, live, RUSH MASSIF PRESAISON 2000€ | UNRANKED TO MASTER (1 SEMAINE) !rush, 3331, 2019-12-10T16 05 41Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solary-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
23,SolaryFortnite,,,,,,,,,,,
24,Jirayalecochon,,,,,,,,,,,
25,iProMx,,,,,,,,,,,
26,LeFrenchRestream,,,,,,,,,,,
27,Anas_Off,,,,,,,,,,,
28,brusselschallenge,,,,,,,,,,,
29,PlayHearthstoneFR,,,,,,,,,,,
30,RocKy_,,,,,,,,,,,
31,YoMax,,,,,,,,,,,
32,FantaBobShow,,,,,,,,,,,
