,name,id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids
0,Squeezielive,,,,,,,,,,,
1,Gotaga, 239858977, 24147592, Gotaga, 497451, live, FR GOTAGA ► FIGHT FIGHT FIGHT ! , 8499, 2019-11-29T20 41 27Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_gotaga-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
2,Domingo,,,,,,,,,,,
3,TheKAIRI78,,,,,,,,,,,
4,WankilStudio,,,,,,,,,,,
5,Joueur_du_Grenier,,,,,,,,,,,
6,Sardoche,,,,,,,,,,,
7,JLTomy, 239514369, 155601320, JLTomy, 32982, live, JL TOMA - Said Meyer va devenir le meilleur ! (Twitter @PrismTomy) !video !sponsor, 6378, 2019-11-29T19 50 26Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_jltomy-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
8,ZeratoR,,,,,,,,,,,
9,EsportZoneLiveTV,,,,,,,,,,,
10,mistermv,,,,,,,,,,,
11,Locklear,,,,,,,,,,,
12,Xari,,,,,,,,,,,
13,FortniteFR,,,,,,,,,,,
14,lestream,,,,,,,,,,,
15,Cyprienlive,,,,,,,,,,,
16,StreamBox,,,,,,,,,,,
17,Laink,,,,,,,,,,,
18,BruceGrannec, 238713937, 31813025, BruceGrannec, 514816, live, LE RETOUR DU GRAND AC MILAN !, 2135, 2019-11-29T17 50 07Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_brucegrannec-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
19,FuzeIII,,,,,,,,,,,
20,Terracid,,,,,,,,,,,
21,CYRILmp4,,,,,,,,,,,
22,Solary, 233617265, 174955366, Solary, 21779, live, MELONNE FAIT DU JEU MIGNON AVEC DES PERSOS SUPER BEAU , 2708, 2019-11-28T14 32 53Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solary-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
23,SolaryFortnite,,,,,,,,,,,
24,Jirayalecochon,,,,,,,,,,,
25,iProMx, 239293521, 83727379, iProMx, 32982, live, BRAQUAGE DU SIÈCLE NUMÉRO 2 - KEN FLASH ! GTAV RP, 3765, 2019-11-29T19 17 12Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_ipromx-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
26,LeFrenchRestream,,,,,,,,,,,
27,Anas_Off,,,,,,,,,,,
28,brusselschallenge,,,,,,,,,,,
29,PlayHearthstoneFR,,,,,,,,,,,
30,RocKy_,,,,,,,,,,,
31,YoMax,,,,,,,,,,,
32,FantaBobShow,,,,,,,,,,,
33,RebeuDeter,,,,,,,,,,,
34,robert87000, 240160641, 70915697, robert87000, 512804, live, BLACK FRIDAY PACK OPENING ! FIFA 20, 4308, 2019-11-29T21 33 23Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_robert87000-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
35,Kamet0, 240099089, 27115917, Kamet0, 513681, live, KAMETO - DECOUVERTE WWE 2K20, 3450, 2019-11-29T21 22 06Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_kamet0-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
36,dreamhackcsgo_fr,,,,,,,,,,,
37,AlphaCast, 239189025, 94435040, AlphaCast, 488552, live, Chillin & Grinding | !newvideo, 3239, 2019-11-29T19 02 13Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_alphacast-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648 9dfacbd8-140a-49b8-a663-15e94e5fd0bb
38,Doigby,,,,,,,,,,,
39,JulienChieze,,,,,,,,,,,
40,LyoneSportTV,,,,,,,,,,,
41,michou_twitch,,,,,,,,,,,
42,Pauleta_Youtubeur,,,,,,,,,,,
43,Alderiate, 239502385, 77452537, Alderiate, 29307, live," ""BSC - Mega grinding jusquau bout de la nuit de mon dernier LVL 100 de la saison 98atm.Sansdoutenocam/miconlymusictardlanuit""", 1724, 2019-11-29T19 48 41Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_alderiate-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648 b157e8d6-b7ba-49f4-836f-09886c072f1f
