,name,id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids
0,Squeezielive,,,,,,,,,,,
1,Gotaga,,,,,,,,,,,
2,Domingo,,,,,,,,,,,
3,TheKAIRI78, 270198769, 26144032, TheKAIRI78, 32982, live, RETOUR SUR GTA RP, 5157, 2019-12-06T18 57 40Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_thekairi78-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
4,WankilStudio,,,,,,,,,,,
5,Joueur_du_Grenier,,,,,,,,,,,
6,Sardoche, 270617617, 50795214, Sardoche, 492535, live, SARDOCHE - NIVEAU FINAL, 2366, 2019-12-06T19 57 14Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_sardoche-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
7,JLTomy, 270827905, 155601320, JLTomy, 509658, live, JL TOMA - Rendez-vous Vendredi ! (Twitter @PrismTomy) !video !cercle !quersus, 1485, 2019-12-06T20 26 55Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_jltomy-widthxheight.jpg, None
8,ZeratoR,,,,,,,,,,,
9,EsportZoneLiveTV,,,,,,,,,,,
10,mistermv,,,,,,,,,,,
11,Locklear, 36362716896, 137347549, Locklear, 493159, live, SURPRISE !? ft JEEL, 7013, 2019-12-06T19 21 56Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_locklear-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648 2a14b52e-d459-4c92-be11-5d86b898f6b6
12,Xari, 270810929, 88301612, Xari, 21779, live, C LE WEEK END, 178, 2019-12-06T20 24 23Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_xari-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
13,FortniteFR,,,,,,,,,,,
14,lestream, 267435025, 147337432, lestream, , live, RÔLE THE DICE | lestream, 2679, 2019-12-06T05 45 21Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_lestream-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
15,Cyprienlive,,,,,,,,,,,
16,StreamBox,,,,,,,,,,,
17,Laink,,,,,,,,,,,
18,BruceGrannec,,,,,,,,,,,
19,FuzeIII,,,,,,,,,,,
20,Terracid,,,,,,,,,,,
21,CYRILmp4,,,,,,,,,,,
22,Solary, 263334625, 174955366, Solary, 21779, live, RANKED TEAM TARD AVEC CHAP WAKZ MANATY TIO KATARE | !objectifcode, 5558, 2019-12-05T08 05 29Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solary-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
23,SolaryFortnite, 269895137, 198506129, SolaryFortnite, 33214, live, FNCS Squad   Airwaks x Nikof x skite x Vato (Heat 1 Demi Finale), 22640, 2019-12-06T18 10 39Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solaryfortnite-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
24,Jirayalecochon,,,,,,,,,,,
25,iProMx,,,,,,,,,,,
26,LeFrenchRestream,,,,,,,,,,,
27,Anas_Off,,,,,,,,,,,
28,brusselschallenge,,,,,,,,,,,
29,PlayHearthstoneFR,,,,,,,,,,,
30,RocKy_, 270352625, 115695918, RocKy_, 512804, live, FUTCHAMPIONS & TOTGS, 2140, 2019-12-06T19 18 48Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_rocky_-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
31,YoMax, 269072545, 74391737, YoMax, 512804, live, FUT CHAMPIONS R9 !!! TOTGS !!!, 2866, 2019-12-06T15 56 04Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_yomax-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
32,FantaBobShow,,,,,,,,,,,
33,RebeuDeter,,,,,,,,,,,
34,robert87000, 270527713, 70915697, robert87000, 512804, live, PACK OPENING TOTGS ON VEUT MESSI OU MBAPPE /  FIFA 20, 2163, 2019-12-06T19 44 04Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_robert87000-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
