,name,id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids
0,Squeezielive,,,,,,,,,,,
1,Gotaga, 315990929, 24147592, Gotaga, 512710, live, FR GOTAGA ► Soirée du Lundi #Chill, 17289, 2019-12-16T18 17 32Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_gotaga-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
2,Domingo, 315840433, 40063341, Domingo, 512341, live, LA FIN DU PABZOO ! (Toque Chef Vendredi 20h), 4483, 2019-12-16T17 55 09Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_domingo-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
3,TheKAIRI78, 316583809, 26144032, TheKAIRI78, 33214, live, RETOUR SUR FORTNITE (En attendant que GTA remarche), 3622, 2019-12-16T19 46 11Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_thekairi78-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648 ff56eeeb-99ed-4a60-93fc-0b3f05d8661e
4,WankilStudio,,,,,,,,,,,
5,Joueur_du_Grenier,,,,,,,,,,,
6,Sardoche, 316038417, 50795214, Sardoche, , live, SARDOCHE - Un peu de musique, 4761, 2019-12-16T18 25 20Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_sardoche-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
7,JLTomy,,,,,,,,,,,
8,ZeratoR,,,,,,,,,,,
9,EsportZoneLiveTV,,,,,,,,,,,
10,mistermv,,,,,,,,,,,
11,Locklear, 36430624528, 137347549, Locklear, 458443, live, ALIEN CAUCHEMAR MAX DIFF BOOMER, 6642, 2019-12-16T19 36 30Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_locklear-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
12,Xari,,,,,,,,,,,
13,FortniteFR,,,,,,,,,,,
14,lestream,,,,,,,,,,,
15,Cyprienlive,,,,,,,,,,,
16,StreamBox,,,,,,,,,,,
17,Laink,,,,,,,,,,,
18,BruceGrannec,,,,,,,,,,,
19,FuzeIII,,,,,,,,,,,
20,Terracid,,,,,,,,,,,
21,CYRILmp4,,,,,,,,,,,
22,Solary, 314219761, 174955366, Solary, 21779, live, TIOO CONTINUE LE RUSH 27-5 PLAT 4  FIZZ / IRELIA, 5594, 2019-12-16T11 30 49Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solary-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
23,SolaryFortnite, 313886049, 198506129, SolaryFortnite, 33214, live, Finale Cup WL EU 50.000€ DAY1 | Airwaks Nikof Hunter (Multipov), 9591, 2019-12-16T08 26 31Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solaryfortnite-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
24,Jirayalecochon,,,,,,,,,,,
