,name,id,user_id,user_name,game_id,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids
0,Squeezielive, 311479601, 52130765, Squeezielive, 512921, live, Squeezie ► Découverte du nouveau Google Stadia ! #ad, 10114, 2019-12-15T17 04 38Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_squeezielive-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
1,Gotaga,,,,,,,,,,,
2,Domingo,,,,,,,,,,,
3,TheKAIRI78, 312184433, 26144032, TheKAIRI78, 32982, live, LE CORBEAU EN MOI, 1254, 2019-12-15T18 57 10Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_thekairi78-widthxheight.jpg, None
4,WankilStudio,,,,,,,,,,,
5,Joueur_du_Grenier,,,,,,,,,,,
6,Sardoche, 310881121, 50795214, Sardoche, 6369, live, SARDOCHE - DAY 3  D - Niveau stratosphérique - Diff. Max., 4732, 2019-12-15T15 25 28Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_sardoche-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
7,JLTomy,,,,,,,,,,,
8,ZeratoR, 309137345, 41719107, ZeratoR, 509663, live, Game Pass Challenge - 1/2 finale #2 BO5 - Gaspow & Skyyart 1 VS 1 MoMaN & KhaLeN - #GPChallenge, 49052, 2019-12-15T08 22 41Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_zerator-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
9,EsportZoneLiveTV,,,,,,,,,,,
10,mistermv,,,,,,,,,,,
11,Locklear,,,,,,,,,,,
12,Xari,,,,,,,,,,,
13,FortniteFR,,,,,,,,,,,
14,lestream, 309601009, 147337432, lestream, 417752, live, Le RéCAP WEEK END | lestream, 2988, 2019-12-15T11 08 19Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_lestream-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
15,Cyprienlive,,,,,,,,,,,
16,StreamBox,,,,,,,,,,,
17,Laink,,,,,,,,,,,
18,BruceGrannec,,,,,,,,,,,
19,FuzeIII,,,,,,,,,,,
20,Terracid,,,,,,,,,,,
21,CYRILmp4,,,,,,,,,,,
22,Solary, 298842081, 174955366, Solary, 21779, live, OG WINTER CLASH - JBZZ WAKZ CHAP NARKUSS, 6193, 2019-12-13T05 14 20Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solary-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
23,SolaryFortnite, 309190753, 198506129, SolaryFortnite, 33214, live, Kinstaar Catacup | Nouvelle sensi, 3741, 2019-12-15T08 51 46Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solaryfortnite-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
24,Jirayalecochon,,,,,,,,,,,
25,iProMx,,,,,,,,,,,
26,LeFrenchRestream,,,,,,,,,,,
27,Anas_Off,,,,,,,,,,,
28,brusselschallenge,,,,,,,,,,,
29,PlayHearthstoneFR,,,,,,,,,,,
30,RocKy_,,,,,,,,,,,
31,YoMax, 312185425, 74391737, YoMax, 512804, live, FUT CHAMPIONS! (ROAD TO 200K !!!), 291, 2019-12-15T18 57 18Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_yomax-widthxheight.jpg, None
32,FantaBobShow,,,,,,,,,,,
33,RebeuDeter,,,,,,,,,,,
34,robert87000,,,,,,,,,,,
35,Kamet0,,,,,,,,,,,
36,dreamhackcsgo_fr, 311413009, 147081397, dreamhackcsgo_fr, 32399, live, FR 🔴CR4ZY vs North - DreamHack Open Sevilla, 80, 2019-12-15T16 54 47Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_dreamhackcsgo_fr-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
37,AlphaCast,,,,,,,,,,,
38,Doigby, 311162177, 25454398, Doigby, 21779, live, DOIGBY 🐺 - WINTERCLASH ❄, 1740, 2019-12-15T16 12 52Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_doigby-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
39,JulienChieze,,,,,,,,,,,
40,LyoneSportTV,,,,,,,,,,,
41,michou_twitch,,,,,,,,,,,
42,Pauleta_Youtubeur,,,,,,,,,,,
43,Alderiate, 310524641, 77452537, Alderiate, 29307, live," ""MSC - WHAT ?! Cest Alderiate de Noel O_o""", 2100, 2019-12-15T14 22 27Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_alderiate-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648 b157e8d6-b7ba-49f4-836f-09886c072f1f
44,Mushway,,,,,,,,,,,
45,AntoineDanielLive,,,,,,,,,,,
46,SolaryHS, 308983409, 416031592, SolaryHS, 2748, live, FR Grande finale NATIONAL LEAGUE MAGIC avec Bestmarmotte et Gabriel Nassif, 1410, 2019-12-15T06 07 04Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_solaryhs-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
47,Shaunz,,,,,,,,,,,
48,shoxieJESUSS,,,,,,,,,,,
49,Liberto,,,,,,,,,,,
50,XEWER, 305210097, 88524154, XEWER, 33214, live, PP DUO W/ LS2X | LIVE 24H00 ( +6H BONUS )  |  100 SUBS +1H | !RIVALS | !24h | #AD | CODE XEWER, 1958, 2019-12-14T14 54 40Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_xewer-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
51,WarcraftFR,,,,,,,,,,,
52,lequipefr,,,,,,,,,,,
53,LeBouseuh,,,,,,,,,,,
54,JeelTV,,,,,,,,,,,
55,1PVCS, 311283377, 168116110, 1PVCS, 32399, live, FR 🔴cs_summit 5 - 1/2 Finale - OG vs mousesports - Cast   @pmleek @nOxiitozorus @SirBENJD @bramzCSGO\n, 4498, 2019-12-15T16 33 17Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_1pvcs-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
56,PrimeTimeFut,,,,,,,,,,,
57,MasterSnakou,,,,,,,,,,,
58,Corobizar, 311425649, 123020035, Corobizar, 21779, live," ""WinterClash Jour 2    5v5 et 1V1 avec les Stalagtilt aujourdhui""", 1320, 2019-12-15T16 56 47Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_corobizar-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648 b157e8d6-b7ba-49f4-836f-09886c072f1f
59,lyonesportFT,,,,,,,,,,,
60,Crocodyle_lol,,,,,,,,,,,
61,Mickalow, 309987825, 30709418, Mickalow, 21779, live, MICKALOW / Noël !! (ft. Luccio), 576, 2019-12-15T12 39 04Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_mickalow-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
62,At0mium,,,,,,,,,,,
63,Rainbow6FR,,,,,,,,,,,
64,Maghla,,,,,,,,,,,
65,TwitchFR,,,,,,,,,,,
66,Oliechhs,,,,,,,,,,,
67,Bennnzz, 312100209, 71530897, Bennnzz, 512804, live, PACKS 100k TOTYnominésSUBDAYPACKFEVER, 1242, 2019-12-15T18 44 11Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_bennnzz-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
68,Mastu,,,,,,,,,,,
69,OgamingSC2, 311767217, 71852806, OgamingSC2, 21779, live, Pracs pour le LOL vs SC2 !, 177, 2019-12-15T17 53 15Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_ogamingsc2-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
70,nayte,,,,,,,,,,,
71,Teeqzy_,,,,,,,,,,,
72,RiotGamesFR,,,,,,,,,,,
73,aypierre,,,,,,,,,,,
74,Kenb0gard, 311717953, 37523739, Kenb0gard, 488615, live, FR CAPCOM CUP 2019 French RESTREAM TOP16, 2620, 2019-12-15T17 44 57Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_kenb0gard-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
75,MrRemxTV,,,,,,,,,,,
76,GoBGG,,,,,,,,,,,
77,SkyrrozTV,,,,,,,,,,,
78,JLPRINCE_,,,,,,,,,,,
79,TheGuill84,,,,,,,,,,,
80,AdzTV, 311097473, 170547313, AdzTV, 33214, live, Vitality Adz - Tournoi Squad #CataCup, 834, 2019-12-15T16 02 31Z, fr, https //static-cdn.jtvnw.net/previews-ttv/live_user_adztv-widthxheight.jpg, 6f655045-9989-4ef7-8f85-1edcec42d648
81,Clique_TV_Stream,,,,,,,,,,,
82,JLMeilleurArab,,,,,,,,,,,
83,Kaydop,,,,,,,,,,,
